"","chromosome","position","type"
"chr7_163714","chr7",163714,"exon"
"chr7_326716","chr7",326716,"noncoding"
"chr7_295410","chr7",295410,"intron"
"chr7_989400","chr7",989400,"intron"
"chr7_359561","chr7",359561,"intron"
"chr7_215527","chr7",215527,"noncoding"
"chr7_618009","chr7",618009,"intron"
"chr7_682643","chr7",682643,"intron"
"chr7_567922","chr7",567922,"exon"
"chr7_177384","chr7",177384,"noncoding"
"chr7_188263","chr7",188263,"noncoding"
"chr7_673792","chr7",673792,"noncoding"
"chr7_636009","chr7",636009,"intron"
"chr7_215759","chr7",215759,"noncoding"
"chr7_453052","chr7",453052,"noncoding"
"chr7_495746","chr7",495746,"noncoding"
"chr7_284705","chr7",284705,"exon"
"chr7_486924","chr7",486924,"intron"
"chr7_441953","chr7",441953,"intron"
"chr7_519585","chr7",519585,"intron"
"chr7_855492","chr7",855492,"intron"
"chr7_223204","chr7",223204,"intron"
"chr7_768813","chr7",768813,"exon"
"chr7_176359","chr7",176359,"exon"
"chr7_808151","chr7",808151,"exon"
"chr8_319351","chr8",319351,"intron"
"chr8_37623","chr8",37623,"noncoding"
"chr8_637643","chr8",637643,"intron"
"chr8_585522","chr8",585522,"exon"
"chr8_732696","chr8",732696,"noncoding"
"chr8_336006","chr8",336006,"noncoding"
"chr8_718836","chr8",718836,"exon"
"chr8_78048","chr8",78048,"intron"
"chr8_605144","chr8",605144,"exon"
"chr8_94075","chr8",94075,"noncoding"
"chr8_818795","chr8",818795,"exon"
"chr8_707741","chr8",707741,"noncoding"
"chr8_398588","chr8",398588,"noncoding"
"chr8_753722","chr8",753722,"intron"
"chr8_277980","chr8",277980,"exon"
"chr8_214729","chr8",214729,"noncoding"
"chr8_500091","chr8",500091,"noncoding"
"chr8_938089","chr8",938089,"intron"
"chr8_374371","chr8",374371,"exon"
"chr8_635794","chr8",635794,"intron"
"chr8_99428","chr8",99428,"exon"
"chr8_855663","chr8",855663,"noncoding"
"chr8_773058","chr8",773058,"noncoding"
"chr8_606545","chr8",606545,"noncoding"
"chr8_950801","chr8",950801,"noncoding"
"chr8_364782","chr8",364782,"intron"
"chr8_114192","chr8",114192,"exon"
"chr8_121649","chr8",121649,"noncoding"
"chr8_539826","chr8",539826,"intron"
"chr8_92491","chr8",92491,"intron"
"chr8_999644","chr8",999644,"exon"
"chr8_612610","chr8",612610,"exon"
"chr8_320213","chr8",320213,"noncoding"
"chr8_909931","chr8",909931,"exon"
"chr8_333574","chr8",333574,"exon"
"chr8_155115","chr8",155115,"exon"
"chr8_146620","chr8",146620,"intron"
"chr8_433649","chr8",433649,"exon"
"chr8_790586","chr8",790586,"exon"
"chr8_487469","chr8",487469,"exon"
"chr8_949416","chr8",949416,"intron"
"chr8_665300","chr8",665300,"intron"
"chr8_103297","chr8",103297,"intron"
"chr8_176738","chr8",176738,"intron"
"chr8_625024","chr8",625024,"intron"
"chr8_604519","chr8",604519,"noncoding"
"chr8_775151","chr8",775151,"exon"
"chr8_631868","chr8",631868,"exon"
"chr8_505266","chr8",505266,"noncoding"
"chr8_589413","chr8",589413,"noncoding"
"chr8_384099","chr8",384099,"intron"
"chr8_707730","chr8",707730,"noncoding"
"chr8_643585","chr8",643585,"noncoding"
"chr8_440043","chr8",440043,"exon"
"chr8_60171","chr8",60171,"exon"
"chr8_592967","chr8",592967,"exon"
"chr8_404623","chr8",404623,"noncoding"
"chr8_580361","chr8",580361,"intron"
"chr8_967364","chr8",967364,"exon"
"chr8_964329","chr8",964329,"exon"
"chr8_850967","chr8",850967,"intron"
"chr8_697345","chr8",697345,"intron"
"chr8_427425","chr8",427425,"intron"
"chr8_213647","chr8",213647,"noncoding"
"chr8_912556","chr8",912556,"noncoding"
"chr8_607907","chr8",607907,"noncoding"
"chr8_237536","chr8",237536,"intron"
"chr8_217058","chr8",217058,"noncoding"
"chr8_99866","chr8",99866,"noncoding"
"chr8_923135","chr8",923135,"intron"
"chr8_388813","chr8",388813,"exon"
"chr8_286225","chr8",286225,"exon"
"chr8_813397","chr8",813397,"noncoding"
"chr8_902629","chr8",902629,"intron"
"chr8_722606","chr8",722606,"intron"
"chr8_645189","chr8",645189,"intron"
"chr8_903480","chr8",903480,"exon"
"chr8_850908","chr8",850908,"intron"
"chr8_19813","chr8",19813,"intron"
"chr8_758524","chr8",758524,"exon"
"chr8_301387","chr8",301387,"exon"
"chr8_333874","chr8",333874,"exon"
"chr8_640071","chr8",640071,"exon"
"chr8_35773","chr8",35773,"exon"
"chr8_913589","chr8",913589,"exon"
"chr8_930874","chr8",930874,"intron"
"chr8_901795","chr8",901795,"intron"
"chr8_324892","chr8",324892,"intron"
"chr8_346143","chr8",346143,"noncoding"
"chr8_288835","chr8",288835,"intron"
"chr8_762964","chr8",762964,"intron"
"chr8_217175","chr8",217175,"intron"
"chr8_449140","chr8",449140,"intron"
"chr8_164981","chr8",164981,"intron"
"chr8_296615","chr8",296615,"exon"
"chr8_95315","chr8",95315,"noncoding"
"chr8_762185","chr8",762185,"exon"
"chr8_594246","chr8",594246,"noncoding"
"chr8_486054","chr8",486054,"noncoding"
"chr8_515659","chr8",515659,"exon"
"chr9_878726","chr9",878726,"intron"
"chr9_586846","chr9",586846,"noncoding"
"chr9_49892","chr9",49892,"noncoding"
"chr9_603741","chr9",603741,"exon"
"chr9_323506","chr9",323506,"exon"
"chr9_201577","chr9",201577,"exon"
"chr9_254105","chr9",254105,"noncoding"
"chr9_574845","chr9",574845,"intron"
"chr9_825493","chr9",825493,"intron"
"chr9_899202","chr9",899202,"exon"
"chr9_34433","chr9",34433,"exon"
"chr9_585959","chr9",585959,"intron"
"chr9_266415","chr9",266415,"exon"
"chr9_391089","chr9",391089,"intron"
"chr9_813146","chr9",813146,"exon"
"chr9_827832","chr9",827832,"intron"
"chr9_800396","chr9",800396,"exon"
"chr9_745550","chr9",745550,"intron"
"chr9_583409","chr9",583409,"noncoding"
"chr9_684716","chr9",684716,"intron"
"chr9_175885","chr9",175885,"intron"
"chr9_558690","chr9",558690,"noncoding"
"chr9_745501","chr9",745501,"exon"
"chr9_343554","chr9",343554,"intron"
"chr9_535440","chr9",535440,"intron"
"chr9_289455","chr9",289455,"noncoding"
"chr9_787888","chr9",787888,"intron"
"chr9_82312","chr9",82312,"exon"
"chr9_919542","chr9",919542,"exon"
"chr9_23392","chr9",23392,"noncoding"
"chr9_421920","chr9",421920,"intron"
"chr9_925793","chr9",925793,"noncoding"
"chr9_75174","chr9",75174,"noncoding"
"chr9_905213","chr9",905213,"intron"
"chr9_224999","chr9",224999,"noncoding"
"chr9_182999","chr9",182999,"exon"
"chr9_639774","chr9",639774,"intron"
"chr9_902039","chr9",902039,"intron"
"chr9_628686","chr9",628686,"exon"
"chr9_436797","chr9",436797,"exon"
"chr9_872515","chr9",872515,"noncoding"
"chr9_912232","chr9",912232,"exon"
"chr9_513017","chr9",513017,"exon"
"chr9_49342","chr9",49342,"noncoding"
"chr9_391867","chr9",391867,"noncoding"
"chr9_221085","chr9",221085,"intron"
"chr9_874720","chr9",874720,"exon"
"chr9_110714","chr9",110714,"exon"
"chr9_656143","chr9",656143,"intron"
"chr9_130159","chr9",130159,"intron"
"chr9_386179","chr9",386179,"exon"
"chr9_223196","chr9",223196,"exon"
"chr9_609606","chr9",609606,"exon"
"chr9_826703","chr9",826703,"intron"
"chr9_171541","chr9",171541,"noncoding"
"chr9_680199","chr9",680199,"intron"
"chr9_61629","chr9",61629,"exon"
"chr9_105591","chr9",105591,"exon"
"chr9_170807","chr9",170807,"exon"
"chr9_402159","chr9",402159,"noncoding"
"chr9_390600","chr9",390600,"intron"
"chr9_945306","chr9",945306,"intron"
"chr9_54710","chr9",54710,"intron"
"chr9_922429","chr9",922429,"noncoding"
"chr9_889162","chr9",889162,"intron"
"chr9_729794","chr9",729794,"exon"
"chr9_79613","chr9",79613,"exon"
"chr9_775811","chr9",775811,"exon"
"chr9_690367","chr9",690367,"intron"
"chr9_644419","chr9",644419,"exon"
"chr9_820556","chr9",820556,"intron"
"chr9_753447","chr9",753447,"exon"
"chr9_460116","chr9",460116,"intron"
"chr9_441065","chr9",441065,"exon"
"chr9_657985","chr9",657985,"noncoding"
"chr9_300284","chr9",300284,"noncoding"
"chr9_807255","chr9",807255,"noncoding"
"chr9_73124","chr9",73124,"noncoding"
"chr9_901916","chr9",901916,"noncoding"
"chr9_594348","chr9",594348,"exon"
"chr9_58532","chr9",58532,"intron"
"chr9_600450","chr9",600450,"exon"
"chr9_199726","chr9",199726,"noncoding"
"chr9_131819","chr9",131819,"exon"
"chr9_748899","chr9",748899,"intron"
"chr9_668621","chr9",668621,"exon"
"chr9_430032","chr9",430032,"noncoding"
"chr9_149415","chr9",149415,"noncoding"
"chr9_35960","chr9",35960,"intron"
"chr9_18979","chr9",18979,"noncoding"
"chr9_379858","chr9",379858,"intron"
"chr9_976906","chr9",976906,"intron"
"chr9_707038","chr9",707038,"intron"
"chr9_869867","chr9",869867,"exon"
"chr9_83797","chr9",83797,"noncoding"
"chr9_739614","chr9",739614,"intron"
"chr9_890491","chr9",890491,"exon"
"chr9_88264","chr9",88264,"noncoding"
"chr9_117246","chr9",117246,"noncoding"
"chr9_534306","chr9",534306,"exon"
"chrM_674995","chrM",674995,"exon"
"chrM_262338","chrM",262338,"exon"
"chrM_292178","chrM",292178,"exon"
"chrM_785493","chrM",785493,"intron"
"chrM_947919","chrM",947919,"noncoding"
"chrM_918593","chrM",918593,"noncoding"
"chrM_5041","chrM",5041,"intron"
"chrM_283848","chrM",283848,"exon"
"chrM_59859","chrM",59859,"intron"
"chrM_280386","chrM",280386,"intron"
"chrM_855315","chrM",855315,"exon"
"chrM_188194","chrM",188194,"exon"
"chrM_993598","chrM",993598,"intron"
"chrM_83385","chrM",83385,"exon"
"chrM_278186","chrM",278186,"intron"
"chrM_62563","chrM",62563,"exon"
"chrM_958230","chrM",958230,"intron"
"chrM_851369","chrM",851369,"exon"
"chrM_538249","chrM",538249,"exon"
"chrM_514347","chrM",514347,"noncoding"
"chrM_664033","chrM",664033,"intron"
"chrM_578928","chrM",578928,"exon"
"chrM_970767","chrM",970767,"noncoding"
"chrM_613535","chrM",613535,"exon"
"chrM_852987","chrM",852987,"exon"
"chrM_255519","chrM",255519,"noncoding"
"chrM_48593","chrM",48593,"intron"
"chrM_977203","chrM",977203,"noncoding"
"chrM_908576","chrM",908576,"exon"
"chrM_598017","chrM",598017,"intron"
"chrM_351491","chrM",351491,"exon"
"chrM_769299","chrM",769299,"intron"
"chrM_900563","chrM",900563,"intron"
"chrM_462064","chrM",462064,"noncoding"
"chrM_317153","chrM",317153,"intron"
"chrM_977576","chrM",977576,"intron"
"chrM_577070","chrM",577070,"exon"
"chrM_905910","chrM",905910,"noncoding"
"chrM_592453","chrM",592453,"noncoding"
"chrM_612497","chrM",612497,"intron"
"chrM_777900","chrM",777900,"intron"
"chrM_721643","chrM",721643,"noncoding"
"chrM_19081","chrM",19081,"intron"
"chrM_568440","chrM",568440,"noncoding"
"chrM_243286","chrM",243286,"exon"
"chrM_863441","chrM",863441,"exon"
"chrM_50676","chrM",50676,"intron"
"chrM_506356","chrM",506356,"exon"
"chrM_414600","chrM",414600,"exon"
"chrM_171251","chrM",171251,"noncoding"
"chrM_831900","chrM",831900,"intron"
"chrM_863330","chrM",863330,"noncoding"
"chrM_358358","chrM",358358,"exon"
"chrM_69313","chrM",69313,"exon"
"chrM_101571","chrM",101571,"intron"
"chrM_234411","chrM",234411,"intron"
"chrM_876240","chrM",876240,"noncoding"
"chrM_924967","chrM",924967,"noncoding"
"chrM_544879","chrM",544879,"intron"
"chrM_383451","chrM",383451,"intron"
"chrM_158103","chrM",158103,"noncoding"
"chrM_503602","chrM",503602,"exon"
"chrM_710204","chrM",710204,"exon"
"chrM_78467","chrM",78467,"intron"
"chrM_149369","chrM",149369,"exon"
"chrM_805314","chrM",805314,"exon"
"chrM_760951","chrM",760951,"intron"
"chrM_239390","chrM",239390,"intron"
"chrM_644319","chrM",644319,"exon"
"chrM_889170","chrM",889170,"noncoding"
"chrM_427226","chrM",427226,"intron"
"chrM_74651","chrM",74651,"noncoding"
"chrM_836085","chrM",836085,"exon"
"chrM_671091","chrM",671091,"noncoding"
"chrM_705496","chrM",705496,"noncoding"
"chrM_61647","chrM",61647,"intron"
"chrM_301604","chrM",301604,"exon"
"chrM_681738","chrM",681738,"noncoding"
"chrM_682722","chrM",682722,"noncoding"
"chrM_732286","chrM",732286,"intron"
"chrM_757888","chrM",757888,"noncoding"
"chrM_91944","chrM",91944,"noncoding"
"chrM_637263","chrM",637263,"intron"
"chrM_982262","chrM",982262,"exon"
"chrM_111876","chrM",111876,"noncoding"
"chrM_77365","chrM",77365,"noncoding"
"chrM_62725","chrM",62725,"intron"
"chrM_274500","chrM",274500,"noncoding"
"chrM_201329","chrM",201329,"exon"
"chrM_875317","chrM",875317,"noncoding"
"chrM_354493","chrM",354493,"exon"
"chrM_778956","chrM",778956,"intron"
"chrM_299970","chrM",299970,"noncoding"
"chrM_257549","chrM",257549,"intron"
"chrM_806429","chrM",806429,"exon"
"chrM_292421","chrM",292421,"noncoding"
"chrM_813511","chrM",813511,"noncoding"
"chrM_847758","chrM",847758,"intron"
"chrM_613122","chrM",613122,"intron"
"chrM_312753","chrM",312753,"intron"
"chrX_797108","chrX",797108,"noncoding"
"chrX_725166","chrX",725166,"noncoding"
"chrX_189955","chrX",189955,"intron"
"chrX_497028","chrX",497028,"exon"
"chrX_514983","chrX",514983,"exon"
"chrX_796824","chrX",796824,"intron"
"chrX_17647","chrX",17647,"noncoding"
"chrX_366649","chrX",366649,"intron"
"chrX_938710","chrX",938710,"intron"
"chrX_390809","chrX",390809,"exon"
"chrX_698672","chrX",698672,"exon"
"chrX_60743","chrX",60743,"intron"
"chrX_97690","chrX",97690,"intron"
"chrX_807461","chrX",807461,"noncoding"
"chrX_699175","chrX",699175,"noncoding"
"chrX_10081","chrX",10081,"noncoding"
"chrX_52793","chrX",52793,"noncoding"
"chrX_923837","chrX",923837,"noncoding"
"chrX_5245","chrX",5245,"exon"
"chrX_311048","chrX",311048,"noncoding"
"chrX_391416","chrX",391416,"intron"
"chrX_863909","chrX",863909,"noncoding"
"chrX_891062","chrX",891062,"intron"
"chrX_301412","chrX",301412,"intron"
"chrX_418366","chrX",418366,"exon"
"chrX_385864","chrX",385864,"noncoding"
"chrX_529737","chrX",529737,"intron"
"chrX_421881","chrX",421881,"exon"
"chrX_835266","chrX",835266,"noncoding"
"chrX_186512","chrX",186512,"noncoding"
"chrX_31583","chrX",31583,"intron"
"chrX_336811","chrX",336811,"noncoding"
"chrX_919966","chrX",919966,"exon"
"chrX_500378","chrX",500378,"intron"
"chrX_231977","chrX",231977,"exon"
"chrX_40278","chrX",40278,"noncoding"
"chrX_690550","chrX",690550,"noncoding"
"chrX_144383","chrX",144383,"noncoding"
"chrX_280015","chrX",280015,"intron"
"chrX_495998","chrX",495998,"noncoding"
"chrX_195710","chrX",195710,"exon"
"chrX_865360","chrX",865360,"exon"
"chrX_927958","chrX",927958,"noncoding"
"chrX_730185","chrX",730185,"exon"
"chrX_797029","chrX",797029,"noncoding"
"chrX_99162","chrX",99162,"noncoding"
"chrX_878459","chrX",878459,"exon"
"chrX_188451","chrX",188451,"intron"
"chrX_33765","chrX",33765,"exon"
"chrX_999341","chrX",999341,"intron"
"chrX_18254","chrX",18254,"intron"
"chrX_447611","chrX",447611,"noncoding"
"chrX_913203","chrX",913203,"exon"
"chrX_160083","chrX",160083,"intron"
"chrX_171732","chrX",171732,"intron"
"chrX_741838","chrX",741838,"exon"
"chrX_902004","chrX",902004,"exon"
"chrX_155762","chrX",155762,"noncoding"
"chrX_260041","chrX",260041,"intron"
"chrX_883042","chrX",883042,"intron"
"chrX_842309","chrX",842309,"intron"
"chrX_279006","chrX",279006,"noncoding"
"chrX_865723","chrX",865723,"exon"
"chrX_868951","chrX",868951,"exon"
"chrX_855935","chrX",855935,"exon"
"chrX_373179","chrX",373179,"intron"
"chrX_967826","chrX",967826,"noncoding"
"chrX_401436","chrX",401436,"noncoding"
"chrX_297732","chrX",297732,"intron"
"chrX_728435","chrX",728435,"intron"
"chrX_196264","chrX",196264,"noncoding"
"chrX_912796","chrX",912796,"noncoding"
"chrX_574971","chrX",574971,"exon"
"chrX_272571","chrX",272571,"noncoding"
"chrX_754590","chrX",754590,"intron"
"chrX_901686","chrX",901686,"exon"
"chrX_308621","chrX",308621,"exon"
"chrX_915028","chrX",915028,"exon"
"chrX_190536","chrX",190536,"noncoding"
"chrX_965401","chrX",965401,"noncoding"
"chrX_611340","chrX",611340,"noncoding"
"chrX_649419","chrX",649419,"exon"
"chrX_307289","chrX",307289,"intron"
"chrX_51657","chrX",51657,"exon"
"chrX_740697","chrX",740697,"noncoding"
"chrX_857540","chrX",857540,"intron"
"chrX_496315","chrX",496315,"intron"
"chrX_471727","chrX",471727,"noncoding"
"chrX_282811","chrX",282811,"noncoding"
"chrX_749438","chrX",749438,"exon"
"chrX_627562","chrX",627562,"intron"
"chrX_300696","chrX",300696,"noncoding"
"chrX_380588","chrX",380588,"exon"
"chrX_576593","chrX",576593,"exon"
"chrX_666398","chrX",666398,"exon"
"chrX_156320","chrX",156320,"intron"
"chrX_428934","chrX",428934,"intron"
"chrX_88438","chrX",88438,"exon"
"chrX_855904","chrX",855904,"exon"
"chrX_878308","chrX",878308,"exon"
"chrY_875036","chrY",875036,"intron"
"chrY_736354","chrY",736354,"noncoding"
"chrY_193759","chrY",193759,"exon"
"chrY_347092","chrY",347092,"exon"
"chrY_943421","chrY",943421,"noncoding"
"chrY_227277","chrY",227277,"intron"
"chrY_588013","chrY",588013,"exon"
"chrY_899007","chrY",899007,"exon"
"chrY_34552","chrY",34552,"exon"
"chrY_10051","chrY",10051,"intron"
"chrY_143868","chrY",143868,"noncoding"
"chrY_488231","chrY",488231,"intron"
"chrY_880185","chrY",880185,"noncoding"
"chrY_682699","chrY",682699,"intron"
"chrY_445607","chrY",445607,"exon"
"chrY_838418","chrY",838418,"intron"
"chrY_5988","chrY",5988,"intron"
"chrY_560041","chrY",560041,"noncoding"
"chrY_67114","chrY",67114,"exon"
"chrY_896672","chrY",896672,"noncoding"
"chrY_229073","chrY",229073,"noncoding"
"chrY_540032","chrY",540032,"noncoding"
"chrY_803303","chrY",803303,"intron"
"chrY_353906","chrY",353906,"exon"
"chrY_176297","chrY",176297,"exon"
"chrY_410904","chrY",410904,"exon"
"chrY_826794","chrY",826794,"noncoding"
"chrY_366755","chrY",366755,"noncoding"
"chrY_694883","chrY",694883,"exon"
"chrY_703764","chrY",703764,"intron"
"chrY_630087","chrY",630087,"noncoding"
"chrY_248795","chrY",248795,"intron"
"chrY_846465","chrY",846465,"noncoding"
"chrY_420989","chrY",420989,"noncoding"
"chrY_605565","chrY",605565,"noncoding"
"chrY_307876","chrY",307876,"noncoding"
"chrY_849937","chrY",849937,"intron"
"chrY_720772","chrY",720772,"intron"
"chrY_682494","chrY",682494,"exon"
"chrY_704654","chrY",704654,"exon"
"chrY_408884","chrY",408884,"exon"
"chrY_358327","chrY",358327,"intron"
"chrY_921312","chrY",921312,"exon"
"chrY_254360","chrY",254360,"intron"
"chrY_422188","chrY",422188,"exon"
"chrY_158060","chrY",158060,"intron"
"chrY_922027","chrY",922027,"noncoding"
"chrY_140256","chrY",140256,"noncoding"
"chrY_181443","chrY",181443,"intron"
"chrY_786582","chrY",786582,"intron"
"chrY_17735","chrY",17735,"exon"
"chrY_378543","chrY",378543,"noncoding"
"chrY_744609","chrY",744609,"exon"
"chrY_128520","chrY",128520,"exon"
"chrY_464438","chrY",464438,"intron"
"chrY_786912","chrY",786912,"noncoding"
"chrY_99228","chrY",99228,"intron"
"chrY_528942","chrY",528942,"intron"
"chrY_578190","chrY",578190,"intron"
"chrY_685854","chrY",685854,"exon"
"chrY_829461","chrY",829461,"intron"
"chrY_948127","chrY",948127,"noncoding"
"chrY_567062","chrY",567062,"exon"
"chrY_829240","chrY",829240,"exon"
"chrY_535635","chrY",535635,"noncoding"
"chrY_651318","chrY",651318,"exon"
"chrY_2050","chrY",2050,"noncoding"
"chrY_528060","chrY",528060,"intron"
"chrY_869890","chrY",869890,"intron"
"chrY_96010","chrY",96010,"exon"
"chrY_253229","chrY",253229,"noncoding"
"chrY_245795","chrY",245795,"exon"
"chrY_135608","chrY",135608,"intron"
"chrY_280687","chrY",280687,"noncoding"
"chrY_84545","chrY",84545,"exon"
"chrY_275689","chrY",275689,"intron"
"chrY_371853","chrY",371853,"noncoding"
"chrY_807802","chrY",807802,"exon"
"chrY_990005","chrY",990005,"noncoding"
"chrY_738739","chrY",738739,"intron"
"chrY_535285","chrY",535285,"noncoding"
"chrY_997022","chrY",997022,"exon"
"chrY_534559","chrY",534559,"intron"
"chrY_958200","chrY",958200,"intron"
"chrY_213441","chrY",213441,"exon"
"chrY_656830","chrY",656830,"exon"
"chrY_556978","chrY",556978,"intron"
"chrY_394874","chrY",394874,"intron"
"chrY_77373","chrY",77373,"noncoding"
"chrY_465783","chrY",465783,"noncoding"
"chrY_74711","chrY",74711,"noncoding"
"chrY_727546","chrY",727546,"noncoding"
"chrY_782410","chrY",782410,"intron"
"chrY_438679","chrY",438679,"intron"
"chrY_807732","chrY",807732,"noncoding"
"chrY_768912","chrY",768912,"intron"
"chrY_717250","chrY",717250,"exon"
"chrY_55586","chrY",55586,"exon"
"chrY_361223","chrY",361223,"intron"
"chrY_947538","chrY",947538,"noncoding"
"chr1_gl000191_random_633652","chr1_gl000191_random",633652,"noncoding"
"chr1_gl000191_random_186435","chr1_gl000191_random",186435,"noncoding"
"chr1_gl000191_random_819624","chr1_gl000191_random",819624,"exon"
"chr1_gl000191_random_112222","chr1_gl000191_random",112222,"intron"
"chr1_gl000191_random_429444","chr1_gl000191_random",429444,"noncoding"
"chr1_gl000191_random_218328","chr1_gl000191_random",218328,"noncoding"
"chr1_gl000191_random_920684","chr1_gl000191_random",920684,"intron"
